"","final_title","final_hit","filter_url","contentlist"
"178","'동창이라면 조주빈 일베라는 거 모를 수가 없음'","6479","https://www.clien.net/service/board/park/14749562?od=T31&po=5&category=&groupCd=community","      고일석   45분 ·      ""동창이라면 조주빈 일베라는 거 모를 수가 없음""      MLBPARK.DONGA.COM조주빈 확실한 동창 인증 나옴...JPG : MLBPARK      -------------   그렇대요 2   쓰레기같은 놈 아니고 쓰레기   "
"179","도쿄올림픽 연기에 대한 생각","2008","https://www.clien.net/service/board/park/14749561?od=T31&po=5&category=&groupCd=community","         어떻게 하죠... 큰 일이네요.   "
"180","미국선 휴지 뽑기도 생겼네요?","3630","https://www.clien.net/service/board/park/14749560?od=T31&po=5&category=&groupCd=community","      https://www.insider.com/toilet-paper-memes-coronavirus-quarantine-shortage-tiktoks-2020-3#one-lucky-tiktoker-encountered-a-gold-mine-of-toilet-paper-but-it-wasnt-as-easy-to-access-as-it-is-at-the-store-15      깨부셔서 훔쳐가지 않을지..   "
"181","미국선 휴지 뽑기도 생겼네요?","3631","https://www.clien.net/service/board/park/14749560?od=T31&po=6&category=&groupCd=community","      https://www.insider.com/toilet-paper-memes-coronavirus-quarantine-shortage-tiktoks-2020-3#one-lucky-tiktoker-encountered-a-gold-mine-of-toilet-paper-but-it-wasnt-as-easy-to-access-as-it-is-at-the-store-15      깨부셔서 훔쳐가지 않을지..   "
"182","귀신의 집.gif","4487","https://www.clien.net/service/board/park/14749559?od=T31&po=6&category=&groupCd=community","            ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ   실제로 보면 지릴듯..   "
"183","스페인에서 한국 귀국하는 비행기가 취소되었네요...","5436","https://www.clien.net/service/board/park/14749558?od=T31&po=6&category=&groupCd=community","      아...      네덜란드가 스페인발 항공기 전부 취소해버려서 이제 갈 방법이 진짜 없네요.   29일 비행기 예약해뒀는데 오늘 23일자로 일어난 뉴스라서 당황스럽습니다.      구글께서는 저보고 4월 19일 이후에 터키로 가던지...(그 때 아마 터키가 스페인 차단 풀어주나봅니다)   아니면 5월 4일 이후에 네덜란드가 받아주면 가라는군요.      스페인 현재 인구비율 당 확진자 수가 엄청난데다 제가 또 위험지역에 있다보니 병상 부족하다는 뉴스만 매일 봅니다...      회사에서는 이미 3월 초부터 계속 한국 가지 말라고해서 더 짜증나는 상황인데... 배째고 가려고했는데도 이젠 뭐 답이 없군요. 여기 갇혀서 상황이 나아지길 기다릴 수 밖에 없네요.   "
"184","워킹 쓰루에 관한 외국인들의 댓글.jpg","10.1 k","https://www.clien.net/service/board/park/14749557?od=T31&po=6&category=&groupCd=community","      진정 선진국입니다.   "
"185","(기사제목주의) '조국발 n번방 선물' 공세에 입 연 曺, '신상공개 가능하다'","3798","https://www.clien.net/service/board/park/14749556?od=T31&po=6&category=&groupCd=community","      세계일보발 김주영 기자(bueno@segye.com)기사입니다.       제목 보세요 제목...하...                    내용은 미통닭이 조국 전 법무부 장관 당시 윤석열 검찰 총장이 폐지한거 가지고 포토라인 못세운다며 ㅈㄹ 하는 내용입니다.                    내용이 저럴진데ㅡ 제목은 마치 조국 전 법무부장관으로부터 n번방이 출발한거 같은...뭔가 n번방과 무슨 연관이 있는것 처럼 해두셨네요?    ^^                    링크는 붙입니다만... 하... ㅈ같네요             https://news.v.daum.net/v/20200324060312840                    "
"186","기독자유당 입당한 사퇴요정 이은재의 비밀","4841","https://www.clien.net/service/board/park/14749555?od=T31&po=6&category=&groupCd=community","      불교산자랍니다.      여러분만 아세요~ 찡긋~   "
"187","200324 오늘의 뉴스공장","1757","https://www.clien.net/service/board/park/14749554?od=T31&po=6&category=&groupCd=community","                ◎ 1부      [이 정도는 알아야 할 아침 뉴스]      - 류밀희 기자 (TBS)         ◎ 2부      [인터뷰 제1공장]      韓 코로나 대응 모델, WHO가 인정한 ‘세계적인 방역 교과서’      - 기모란 교수 (국립암센터대학원 예방의학과)         [인터뷰 제2공장]      (총선 D-22) 총선 본격화, 승패 걸린 주요 격전지 집중 분석      - 박시영 대표 (윈지코리아)      - 이상일 소장 (케이스탯컨설팅)         ◎ 3부      [4.15특집 릴레이 인터뷰-당대표가 말한다]      (총선 D-22) 미래통합당 총선 전략 ""경제 대전환정책 계속 내놓을 것""      - 신세돈 공동선대위원장 (미래통합당)         ◎ 4부      [잠깐만 인터뷰] -전화연결      포항시 ‘드라이브스루 횟집’, ""거리두기·소비촉진 모두 성공""      - 김현찬 회장 (포항시어류양식협회)         [인터뷰 제3공장] -전화연결      日 도쿄올림픽 연기 가능성, “아베 정권에 경제적 손실 막대해”      - 호사카 유지 교수 (세종대)               ㅋㅋㅋㅋㅋㅋ 포항 드라이브스루 횟집 나오네요 오늘ㅋㅋ      "
"188","토이스토리 친구들 이동중.gif","6291","https://www.clien.net/service/board/park/14749553?od=T31&po=6&category=&groupCd=community","GIF      행인에게 웃음을 선물 하겠네요.ㅎㅎ   "
"189","'일베였고, 우리 반에서 제일 시끄러웠던 애'","14.6 k","https://www.clien.net/service/board/park/14749552?od=T31&po=6&category=&groupCd=community","      고일석   35분 ·      ""일베였고, 우리 반에서 제일 시끄러웠던 애""         SLRCLUB.COM박사방 조주빈 동창의 기억...역시 일베충.         ------------   그렇대요.   쓰레기같은 놈.   "
"190","기생충 극장 아직 다 못본 나라도 꽤 되겠네요","997","https://www.clien.net/service/board/park/14749551?od=T31&po=6&category=&groupCd=community","      코로나...이넘   "
"191","행동발달상황.","2157","https://www.clien.net/service/board/park/14749550?od=T31&po=6&category=&groupCd=community","      안녕하세요.      장모님께서 이사 후 짐정리 중 아내의 생활기록부를 보내줬습니다.      정해진 약속을 잘지키고 있으나 [자기중심적]이다.      참된 스승을 만나서 부럽다고 했습니다.   아무 말이 없더군요..      즐거운 하루 보내십시오~      (혹시 모를 개인정보유출과 제 안전을 위해 사진은 삭제합니다;;]         "
"192","누구 잘못일까요?.gif","5849","https://www.clien.net/service/board/park/14749548?od=T31&po=6&category=&groupCd=community","GIF      아래서 올라오는 놈을 80 봅니다.   "
"193","영국인데 투표할 수 있을까요.","1468","https://www.clien.net/service/board/park/14749546?od=T31&po=6&category=&groupCd=community","      내일 대사관에 한번 전화 해봐야겠네요.      안 그래도 와이프가 이런 때에 런던갈 생각한다고 뭐라고 하던데 공식적으로 외출도 금지되니 어떨지 모르겠습니다.      "
"194","힙합이라는 장르와는 참 친해지기가 힘드네요ㅠ","1170","https://www.clien.net/service/board/park/14749545?od=T31&po=6&category=&groupCd=community","      평생 힙합이랑은 담 쌓고 살다가... 갑자기 요새 켄드릭 라마, 에이셉 롸키에 빠져서 앨범 전체 듣는 중이에요.      근데.. 다른 장르와는 다르게 머릿속에 전체적인 멜로디? 전개?가 그려지지 않아서, ‘이 곡이 이 곡이구나’라고 각인되지를 않는 것 같아요. 가사도 너무 빠르고 많아서 집에 달라붙지가 않구요 ㅎㅎ      또, 들어야 할 가수는 왜 이리 많은지 ㅎㅎㅎ 저 둘의 곡 듣는 것도 힘든데 다른 사람들 거는 언제 다 듣지요. 힙합은 다른 장르와는 다르게 래퍼계보? 같은 것도 많더라구요.      그래도 힙합 평생 안 듣다가 맛 들려서 들으니 참 좋네요. 신나기도 하고 몽롱해지기도 하구요. 한국 힙합은 앞으로도 들을 생각이 없는데, 미국쪽은 열심히 들어봐야겠습니다.   "
"195","지자체장을 잘뽑아야 하는이유","14.8 k","https://www.clien.net/service/board/park/14749544?od=T31&po=6&category=&groupCd=community","         https://news.v.daum.net/v/20200323202816178      다른곳들은 선거안해서 일주일 먼저주나봅니다   이래도 뽑히겠죠??   "
"196","트와이스 서열 1위.gif","10.5 k","https://www.clien.net/service/board/park/14749542?od=T31&po=6&category=&groupCd=community","GIF      팬의 선물인가봐요.ㅎㅎ   "
"197","[주식한당] 뉴욕증시, 대규모 경기부양책 상원 부결에 급락 마감.gisa","5509","https://www.clien.net/service/board/park/14749541?od=T31&po=6&category=&groupCd=community","      뉴욕증시가 23일(현지시간) 도널드 트럼프 행정부와 공화당이 추진한 대규모 경기부양책이 상원에서 진통을 겪으면서 급락 마감했다.      CNBC에 따르면 이날 뉴욕증권거래소(NYSE)에서 우량주 중심의 다우존스30 산업평균 지수는 582.05포인트(3.04%) 하락한 1만8591.93에 장을 마감했다.      다우 지수는 2016년 11월 이후 최저 수준으로 하락했다.      대형주 위주의 스탠더드앤드푸어스(S&amp;P) 500 지수는 67.52포인트(2.93%) 내린 2237.40에 거래를 마쳤다. 기술주 중심의 나스닥 종합지수도 18.84포인트(0.27%) 하락한 6860.67에 장을 마감했다.      미 상원은 이날 슈퍼 부양책에 대한 '절차 투표(proceduralvote)'를 진행했지만 찬성 49표, 반대 46표로 부결됐다.      절차투표는 최종 투표로 가기 위한 과정으로 60표의 찬성표가 필요하다.   (...)    출처:   https://n.news.naver.com/article/003/0009772868   "
"198","남탓 하면 안돼겠지만서도..주변국..","1658","https://www.clien.net/service/board/park/14749540?od=T31&po=6&category=&groupCd=community","      외교 좀 할려고 해도 김정은 트럼프 아베 시진핑 이 사람들을 어케 맘을 돌립니까.      역사적으로 최고순위권인 꼴통들 안에 들어올 인물들입니다.       지금 보면 서로 전쟁 안하는 것만 봐도 용합니다.      문통 참 고생이 이만 저만 아닐겁니다.   게다가 100년만에 전세계 전염병하고도 싸워야 하구요. 날고 긴다는 서방세계도 고전하는거 보면 참 잘뽑았다 싶습니다.    4.15때 까지 긴장의 끈 놓지 맙시다. 이제 남북 통일 가서 외국에 나가 있는 제조업 다 불러 옵시다. 개성공단 겁나 크게 하면 한국 기술 자본 북한 노동력 합치면 경쟁력 엄청난다고 봅니다.   "
"199","코로나가..","665","https://www.clien.net/service/board/park/14749538?od=T31&po=6&category=&groupCd=community","      세계적으로 지금 한창이겠죠.      한달째 이러니 너무 답답 ㅜㅜ      언제까지 이럴지...   "
"200","꽃내음이 살랑거리네요","2069","https://www.clien.net/service/board/park/14749537?od=T31&po=6&category=&groupCd=community","      어느덧 봄이 성큼 다가왔네요.    모두들 오늘하루도 힘내요^^   "
"201","(강혐)울산 터미네이터.gif","8222","https://www.clien.net/service/board/park/14749536?od=T31&po=6&category=&groupCd=community","GIF      어제 울산에서 있었던 일인가봐요.      운전자는 여성이고 누드남과는 모르는 사이라는거봐서 정신적으로 문제가 있는 모양입니다.   "
"202","딱 5327명만 더 받습니다. 어서 탑승하세요!","10.8 k","https://www.clien.net/service/board/park/14749535?od=T31&po=6&category=&groupCd=community","      아침에 N번방 청원에 참여하러 청와대 청원 게시판에 들어갔다가 어떤 청원들이 답변대기인가 가 궁금해 확인해 보니         문재인 대통령님의 응원과 탄핵을 청원하는 글이 나란히 올라와 있더군요.   응원의 글은 27일까지 청원이 남아 있는지라 수가 조금씩은 계속 올라가리라 생각 됩니다만, 며칠 남지 않은 이시각까지 탄핵쪽보다 수가 모자란것은 말이 안된다고 생각하기에 모자란 수 + 1 하여 5327명분만 더 받는다는 제목으로 글 올립니다.   아직까지 청원에 동참하시지 않으신 클리앙 유저분 많지 않으시리라 생각은 됩니다만.   그래도 한번 더 올려봅니다.      https://www1.president.go.kr/petitions/585683      행복한 하루 보내시길 기원하오며.   "
"203","올림픽 1년 연기가 혹시 전화위복이 될 수도","4543","https://www.clien.net/service/board/park/14749534?od=T31&po=6&category=&groupCd=community","      원래 도쿄올림픽 주제가 부흥이라고 계속 밀었잖아요. 대지진으로부터 한 국가의부흥이었는데      1년 후에 코로나가 종식된 직후그동안 빗장을 내걸었던 국가들이 다시 교류와 화합을 하고 전세계가 다시 부흥한다는 의미를 내걸면 88올림픽만큼 의의가 있을거 같은데요.      그런데 아베가 그렇게 그릇이 크고 진정성 있는 사람 같지가 않아서 무리겠지만 ㅋㅋ   "
"204","n번방도 처벌 해야 되지만 장모도 처벌 해야 되요","3037","https://www.clien.net/service/board/park/14749529?od=T31&po=6&category=&groupCd=community","      제 곧 내 입니다      아래애서 봤는데      둘다 중요 사안이라 한번 써 봅니다       장모 윤석열 부당개입         https://n.news.naver.com/article/032/0002999505   "
"205","사이가 좋은거야 나쁜거야.gif","7432","https://www.clien.net/service/board/park/14749526?od=T31&po=6&category=&groupCd=community","GIF      뭐 먹는꿈 꾸다가는 난리 나겠네요.ㅎㅎ   "
"206","니들 뭐하냐? ㅡ,ㅡ","3558","https://www.clien.net/service/board/park/14749524?od=T31&po=6&category=&groupCd=community","      작은 딸램이 작년 여름쯤 방과후 수업에선가 분양 빋아온 달팽이를 제가 이제껏 기르고 있습니다. 에혀~      자고 일어나서 애들이 붙어있길래 뭐하나 봤더니 심상치가 않네요.      꽂은 놈(?)은 힘이든지 촉수같은 눈이 축 쳐졌고 꽂힌 놈(?)은 빳빳이 들고 있네.      그나저나 니들 뭐하냐?      설마....      달팽이도 하는데... ㄷ ㄷ ㄷ      #Positive Thinking      "
"207","수면제 처방 받아보려고해요.","2027","https://www.clien.net/service/board/park/14749523?od=T31&po=6&category=&groupCd=community","      지난번에도 몇번 글을 썻믄데 밤에 자동차 소음으로 잠에 들수가 없습니다 ㅜㅜ      4~5시에 잠들어 7시30분에 일어나는 삶을 사니 이건 사람사는게 아니네요.      소음을 차단할 방법이 없어 귀마개도 해봤지만      제가 예민한지 자꾸 신경쓰이고 잠이 들어도 귀마개를 빼려고 잠에서 깹니다.      꿈도 계속 악몽만 꾸고요. 수면제 처방 이후에 나아지는게 없다면      계약파기하고 이사갈 생각을 해보려고합니다.      적어도 제 라인에 300세대정도 사는걸로 알고 있는데      다른분들은 다들 잘 주무시는건지 ㅜㅜ     잠은 못자고 해가 떴네요.   "
"208","시민단체 '부산 남구 8부두 생화학무기 세균 반입 혐의 주한미군사령관 고발 예정'","5200","https://www.clien.net/service/board/park/14749522?od=T31&po=6&category=&groupCd=community","      https://news.v.daum.net/v/20200323134647690?fbclid=IwAR1eBZeFnHlkTtqgGFVLX-AN4-jSeZomlXHw0Bcashrt2-tvK7eQRCmUvlU      생화학무기법·감염병 관리법 위반 혐의 제시            주한미군이 부산항 8부두에 생화학 무기 실험을 위한 세균을 반입했다는 의혹과 관련해 시민단체가 주한미군사령관을 고발하기로 했다.   '8부두 미군 부대 세균무기 실험실 추방 부산대책위'는 23일 남구 부산항 8부두 앞에서 기자회견을 열고 ""로버트 에이브럼스 주한미군 사령관을 생화학무기법·감염병 관리법 위반 혐의로 고발할 예정""이라고 밝혔다.   부산대책위는 ""민주사회를 위한 변호사 모임과 논의를 거쳐 어디에 고발장을 접수할지 결정한 다음 이번 주 내 접수할 계획""이라고 설명했다.   지난해 미국 국방성 예산 평가서에는 주한미군이 부산항에서 생화학 프로그램인 '주피터 프로그램'을 지속하고 있다는 내용과 함께 이 프로그램에 '살아 있는 매개체 실험'(Live Agent Test)이 포함된 사실이 명시된 것이 확인되며 논란이 됐다.   주한미군사령부는 지난해 12월 ""생화학 실험은 없었다""면서 ""그동안 들여온 샘플은 과학실험이나 연구용이 아니라 탐지 장비가 제대로 작동하는지 점검하는 보정용으로 쓰였다""는 입장을 밝혔지만 논란은 가라앉지 않았다.      .   .   --------------------      굉장히 심각한 주권침해 문제 중 하나임에도 아무도 공론화 하지않죠. 아니, 그럴의지조차 없다는게 더 정확하겠죠.. 정작 저 실험기지가 있는 부산 남구지역에서 부산사람들 상당수가 이런거 있는거조차 인지자체를 못하더군요.      오히려 공론화하거나 문제제기하면, 눈깔 뒤짚어진채 '사냥개'가 되버려 문제제기하는 사람들 향해 '빨갱이'라 몰아붙히고, 걸레짝이 될정돌 물어뜯어대는 인간들이 너무많은게 한국의 현실. 실제 과거 한국은 이런거 문제제기하거나 공론화하는 대상 향해 무려 국가보안법 적용해 처벌까지 가했던 나라입니다.(지금도 유효하죠)      그리고, 미국입장에선 한미상호방위조약 제4조(상호적 합의에 의해 미합중국의 육군, 해군과 공군을 대한민국의 영토 내와 그 부근에 배비(配備)하는 권리를 대한민국은 이를 허여하고 미합중국은 이를 수락한다) 조항에 의거해, 이 조항 하나 들이내밀고 '우린 한미상호방위조약 제4조에 의거해 성실히 이행하고있을뿐이다 ㅇㅇ'이 한마디면 모든게 하이패스..(한미상호방위조약에서 가장 큰 문제가 되는부분이자 '독소조항'이라 지적받는 부분이 이 조항입니다)      웃긴건 이런조약 체결과정보면 미국이 한국에 강요한것도 아니거니와 한국의 이승만이 애걸복걸 발광질떨며 미국이 이승만에 상대하기 귀찮아서 그냥 체결해줬던것이 그 시작이란겁니다. 그리고 개선해야할 사안임에도 한국은 절대 개정 못할겁니다. 그럴의지도 없고.. 미국에 뭐라하기도 차마 민망해요. 아니, 쪽팔립니다. 알아서 기어가니깐..   "
"209","절대쌍교","3977","https://www.clien.net/service/board/park/14749520?od=T31&po=6&category=&groupCd=community","      절대쌍교 하면 임청하 유덕화 주연인 절대쌍교를 잊을 수 없지요    화무결 역이었 던 임청하가    물방울을 팅겨서 그 물방울로 사람을 죽이던    장면은 아직도 잊지 못합니다       비디오 대여점에서 대여해서 보던 절대쌍교      서극감독 전영공사      추억이네요       넷플릭스 절대쌍교는 좀 심심하더군요 ...      /Vollago   "
"210","현역 최장수 IOC위원 '도쿄올림픽 내년 개최 가능성'","4820","https://www.clien.net/service/board/park/14749518?od=T31&po=6&category=&groupCd=community","      국제올림픽위원회(IOC)에서 가장 오랜 기간 재직중인 현역 위원인 캐나다 출신의 딕 파운드 위원은 코로나19 사태로 인해 올해 7월로 예정된 도쿄올림픽이 연기될 것이라고 밝혔다고 USA투데이가 보도했습니다.      http://m.tbs.seoul.kr/news/newsView.do?typ_800=8&amp;seq_800=10382462      아베의 발표가 기대되네요. 분명히 한국때문이다 외칠거같은데   "
"211","헬스 유튜버 '한주먹' '헬스장 문닫으라 협박, 문죄인 씨X넘아' 논란.jpg","15.3 k","https://www.clien.net/service/board/park/14749515?od=T31&po=7&category=&groupCd=community","      ...   "
"212","[시사저널 여론조사] PK와 충청의 ‘반(反)여당 민심’ 심상찮다","5164","https://www.clien.net/service/board/park/14749512?od=T31&po=7&category=&groupCd=community","      http://www.sisajournal.com/news/articleView.html?idxno=197398               출처는 시사저널입니다.      부울경이.. 좀 많이 심각하네요.   올해 총선이 생각보다 더민주에게 힘들거라 예상했는데.. 그 사례를 꼽은게 부울경이었거든요.   여기가 좀 많이 심각한게 의외입니다..      "
"213","영국 방금 락다운에 가까운 강력한 정책 발표했네요.","7951","https://www.clien.net/service/board/park/14749511?od=T31&po=7&category=&groupCd=community","      - 보리스 총리가 코로나 바이러스는 최근 영국의 몇십년간 최악의 위협 (브렉시트는?)   - 밖에 외출 삼가   - 산책등으로하루에 한번만 나갈 수 있음   - 필수품 이외는 모든 가게 문을 닫음   - 경찰은 이런 정책을 강력히 강제   - 가족 외,2명 이상 공개 장소에서 만나면 안됨   - 도서관, 놀이터, 체육관, 종교 시설 폐쇄   - 음식은 필요시 배달만 시킬 것   - 결혼, 종교 활동 등모든 야외 활동 금지 (장례식 제외... 의미심장하네요.)      최소 이런 정책을 3주간 진행해보고 정책을 다시 점검해볼 예정   그리고 앞으로 매일보리스 총리가 브리프를 한다고 합니다.      BBC 기사에는 락다운은 아니지만 락다운에 가까운 정책이라고 적어놨네요.   "
"214","페루 대통령 지지율 35%p 폭등.jpg","29.6 k","https://www.clien.net/service/board/park/14749509?od=T31&po=7&category=&groupCd=community","         마르틴 비스카라 페루 대통령 지지율      긍정평가: 87%(+35)   부정평가: 11%(-24)      긍정평가76%p차로절대적 우세         조사기관: Ipsos   조사기간: 3/20-21   표본크기: 800명         중국 우한발 코로나19 바이러스가 남미에도 들이닥친 가운데, 마르틴 비스카라 페루 대통령의 지지율이 단 9일 만에 무려 35%p나 폭등하였습니다.      3월 15일부터 국가비상사태를 선언하며 외국인 입출국금지와 야간통행금지령 등 단호한 조치를 이어나간 것이 매우 고평가를 받은 걸로 보입니다. 또한 반 부패 운동으로 상당한 인기를 얻고 있었던 것이 지지율 도약의 기반이 된 것으로 분석되고 있습니다.      이는 지난 1월 26일 치러진 페루 조기 총선 결과 알베르토 후지모리 전 대통령의 자식들(게이코 후지모리, 겐지 후지모리)이 이끄는 제1야당 민중권력당이 의석을 80% 가까이 잃으며 대참패한 것의 영향도 있습니다.      지난 90년대, 일본 이민자의 자식인 알베르토 후지모리 전 대통령은 집권기간(1990-2000) 동안 대테러 강경책, 경제발전 등의 성과로 한동안 인기를 끌었습니다.      그러나 친위쿠데타를 통해 의회를 해산하여 독재정치를 강화했으며 이후 인권 탄압과 부정선거, 3선 개헌을 위한 뇌물 살포 등이 적나라하게 드러나면서 결국엔 탄핵당하고 말았습니다.      이후 후지모리가 실질적인 모국인 일본에서 지내다 칠레 방문 후 각종 범죄혐의로 페루로 송환되면서 감방생활을 하게 되었지만, 이후 대통령들도 두드러진 성과를 내지 못하자 후지모리에 대한 대대적인 향수가 일어나며 자식세대들이 주목받기 시작했습니다.      이후 딸인 게이코 후지모리는 2011년 대선에 출마하여 결선투표까지 진출했으나, 저소득층에 대한 강제 불임 수술을 시행한 것 등 후지모리 정권 시절의 각종 만행이 드러나면서 48.5%의 지지율로 낙선하였습니다.      그럼에도 이에 굴하지 않고 2016년에 두번째로 도전하면서 1차에 무려 39.86%의 지지(2위와 18.81%p차)를 받으며 승기를 굳히나 했지만, 3위를 차지한좌파 진영이 후지모리 세력의 귀환 가능성을 보고 경악한 나머지 2위를 차지한 신자유주의자 페드로 파블로 쿠친스키를 전폭적으로 지지하며 상황이 급변했습니다.      결국 결선에서 쿠친스키 측이 엄청난 초접전 끝에 0.24%p라는 간발의 차로 간신히 승리(50.12% Vs 49.88%)하면서 문턱에서 좌절하게 됐습니다. 그러나 총선에서는 민중권력당이 73석으로 과반(66석)을 넘겼으며, 반 쿠친스키 세력과 합치면 2/3을 육박하여 불안정한 정국이 지속됐습니다.      마침 남미전체를 휩쓴 오데브레시 뇌물 스캔들(브라질 건설회사 오데브레시가 남미 전역의 국가에 진영을 가리지 않고 뇌물을 살포한 사건, 브라질에서는 비주류이던 보우소나루가 당선되는데 큰 영향)이 터지면서 쿠친스키 대통령의 이미지가 치명상을 입고 전임 대통령들이 죄다 기소되는 사태가 벌어졌습니다. (그 와중에 후지모리 직전에 있었던 알란 가르시아 전 대통령은 뇌물혐의를 받자 권총 자살로 생을 마감했습니다.)      이에게이코 후지모리 측에선 정치권 전체의 이미지가 나락에 떨어진 지금 이야말로 정국주도권을 장악할 절호의 기회로 보고쿠친스키 대통령에 대한 탄핵을 선언, 이대로 후지모리 가문이 대통령 자리를 탈환하게 되는 것처럼 보였습니다.      그러나 막판에 아들인 겐지 후지모리가 쿠친스키 대통령과 아버지의 사면을 조건으로 자기 파벌에게 탄핵 기권표를 던질 것을 약속하여 탄핵안이 부결되었습니다. 이 때문에 민중권력당의 권력 암투가 수면 위로 부상하기 시작했습니다.      하지만 반 후지모리 진영의 전폭적인 지지로 당선된 대통령이 이제 와서 후지모리를 사면하는 것은 명백한 공약 파기였으며, 여당마저 등을 돌린 끝에 2차 탄핵이 진행되자 쿠친스키 대통령은 사임을 선언했으며 검찰에 곧장 출국금지 명령을 당하고 말았습니다.      사태가 여기까지 흘러가자 이제후지모리 진영을 막을 것은 아무것도 없어 보였습니다. 설상가상으로 새로이 대통령에 취임한 마르틴 비스카라 제1부통령은 집권 여당에서 탈당하기까지 했습니다. (이후 여당 변화를 위한 페루인은 자진해산)      그렇지만 이 모든 이점에도 불구하고 비스카라 대통령이 2018년민중권력당의 지방선거 패배와 게이코 후지모리의 부패 혐의 구금, 알베르토 후지모리의 사면 취소 직후 반부패법 국민투표를 비장의 카드로 내걸면서 모든 것이 뒤집혔습니다.      지속되는 부패상을 지긋지긋하게 여기던 페루인들이 이에 폭발적으로 호응하여, 국민의 73%가 투표한 와중에 85% 이상의 찬성으로 비스카라 측 개헌안 3개(법관선출위원회 개혁, 선거자금 규제 강화, 의원 연임 금지)를 통과시켰으며, 90% 이상의 반대로 양원제 부활(비스카라 찬성-&gt;반대, 후지모리 찬성)이 부결됐습니다.      이후 비스카라는 의회의 헌법재판관 임명 강행(국회의장 친척, 부패혐의자 포함)을 명분으로 의회를 해산시켰으며, 민중권력당은 이에 반발하여 부통령을 신임 대통령으로 선출했으나 부통령이 자진사퇴하며 반격의 동력을 잃었습니다.      그렇게 치러진 조기 총선 결과, 민중권력당이 겨우 15석만 지키는 대참패를 당하면서 마침내 페루에서 후지모리즘은 그 수명을 다했다는 평가를 받게 됐습니다. 투표율 또한 무려 20.83%나 상승(2016년 총선 대비, 대선 투표율은 80%대)하였습니다.      이에 반해 총선에서 기독교 우파 세력이 대거 성장하면서 또다른 불안의 씨앗을 내보인 면도 존재했습니다. 게다가 의회 주도권을 확실하게 잡은 정당이 없어지면서 차기 선거 구도 역시 오리무중이 되었습니다.      그러나 이번 코로나 사태로 비스카라 대통령의 인기가 초월적인 수준까지 도달하면서, 해당 추세가 계속 이어질 경우 내년에 있을 선거에서의 영향력이 매우 커질 전망입니다.      해당 선거에 뽑힌 의회의 임기는 2021년 4월 정기 선거 때 끝나며, 정기 선거에선 대선과 총선, 지방선거가 함께 치러집니다. 총선은 26개의 중대선거구에서 전국 5%이상 득표, 혹은 중대선거구 7석 이상 확보 정당들에게 의석이 분배됩니다.      페루 헌법은 연임을 금지하지만 현 대통령은 승계한 것이기에 해당 선거에 출마할 수 있으나, 현재 불출마를 선언한 상황입니다.   "
"215","속보) 영국 락다운","21.3 k","https://www.clien.net/service/board/park/14749508?od=T31&po=7&category=&groupCd=community","            매우 제한적인 목적일 경우에만 집에서 나갈 수 있음: 생필품 구매, 하루 한번 운동, 약 구매, '꼭 필요할 경우에는' 출퇴근      같이 안사는 친구나 가족들을 만나지 말라고 경고      쇼핑은 음식이랑 약만. 사람들은 최대한 적게 사라고 조언      경찰이 집행할것      생필품을 팔지 않는 상점 (옷, 전자 등) 폐쇄      도서관, 놀이터, 실외 운동장, 종교시설 폐쇄      결혼과 세례를 포함한 모든 사회 활동 금지      공원은 열려있지만 사람들이 모이게 하진 않을 것.   "
"216","요즘 ㅇ짜장이 조용하군요 ....","2910","https://www.clien.net/service/board/park/14749507?od=T31&po=7&category=&groupCd=community","      격노할 일이 없는 건지       선거에 정치질에 이번 n 번방사건에 대해 ....   코로나19 까지만해도 온갖 정치질을 하더니만      근황이 궁금하네요~   무슨 꿍꿍이인지 ....      "
"217","어이구야~~ 그렇게 준비를 했는데 연기라니요~~ 어떡합니까~","4003","https://www.clien.net/service/board/park/14749504?od=T31&po=7&category=&groupCd=community","            전 웃지 않았습니다.   "
"218","프랑스, 28세 코로나19 확진자 사망, 이부프로펜 복용","14.9 k","https://www.clien.net/service/board/park/14749500?od=T31&po=7&category=&groupCd=community","      https://www.nicematin.com/sante/un-jeune-homme-de-28-ans-meurt-chez-lui-du-coronavirus-a-nice-485155      ...      추간판 탈출증(디스크) 수술을 받고 진통제로 이부프로펜을 복용해 왔는데,   갑작스럽게 호흡곤란 증세가 심각해져서, 의사가 최선을 다했음에도 불구하고 사망했다고 합니다.      아직 확실히 결론 난 건 아니지만 대안도 있는데 조심해서 나쁠 건 없을 듯.   "
"219","영국에도 기레기가..","2497","https://www.clien.net/service/board/park/14749495?od=T31&po=7&category=&groupCd=community","                "
"220","입금 전 후가 다른 사람","21.6 k","https://www.clien.net/service/board/park/14749491?od=T31&po=7&category=&groupCd=community","            절박하고 긴급하다면서????      이 인간은 왜 이럴까요...   "
"221","IOC 도쿄 올림픽 연기결정 (속보)","18.2 k","https://www.clien.net/service/board/park/14749488?od=T31&po=7&category=&groupCd=community","      https://twitter.com/i/events/1242141921625047040      https://sputniknews.com/sport/202003231078685566-2020-tokyo-olympic-games-post         ponement-has-been-decided/   "
